number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
3476,17,388,PT15H5M,PT11H30M,ICN,FRA,OZ,541,2022-07-31,Y,17,PT1H10M,FRA,LHR,LH,4272,2022-07-31,9,EUR,95.81
3477,123,789,PT25H35M,PT10H40M,ICN,FRA,UA,892,2022-07-31,Y,123,PT1H10M,SFO,LHR,UA,948,2022-08-01,9,EUR,95.81
3478,111,777,PT27H30M,PT10H45M,ICN,FRA,UA,806,2022-07-31,Y,111,PT1H15M,SFO,LHR,UA,901,2022-08-01,9,EUR,146.82
3479,75,789,PT29H20M,PT10H40M,ICN,FRA,UA,892,2022-07-31,Y,75,PT1H15M,SFO,LHR,UA,930,2022-08-01,9,EUR,146.82
3480,13,777,PT31H,PT10H45M,ICN,FRA,UA,806,2022-07-31,Y,13,PT1H15M,SFO,LHR,UA,948,2022-08-01,9,EUR,173.13
3481,9,359,PT28H,PT14H15M,ICN,FRA,UA,7293,2022-07-31,Y,9,PT1H15M,JFK,LHR,UA,110,2022-08-01,9,EUR,173.13
3482,176,359,PT28H50M,PT14H15M,ICN,FRA,UA,7293,2022-07-31,Y,176,PT1H10M,JFK,LHR,UA,14,2022-08-01,9,EUR,191.82
3483,53,332,PT11H17M,PT11H17M,ICN,FRA,6X,957,2022-07-01,N,53,PT1H15M,CDG,,,,,9,EUR,191.82
3485,35,744,PT26H10M,PT11H25M,ICN,FRA,6X,9745,2022-07-01,Y,35,PT1H15M,FRA,CDG,6X,1193,2022-07-02,9,EUR,191.82
3486,84,744,PT26H30M,PT11H25M,ICN,FRA,6X,9745,2022-07-01,Y,84,PT1H15M,FRA,CDG,6X,1100,2022-07-02,9,EUR,456.61
3487,45,744,PT14H15M,PT11H25M,ICN,FRA,6X,9745,2022-07-01,Y,45,PT2H30M,FRA,CDG,LH,1050,2022-07-01,9,EUR,459.78
3488,76,744,PT15H30M,PT11H25M,ICN,FRA,6X,9745,2022-07-01,Y,76,PT1H10M,FRA,CDG,LH,1052,2022-07-01,9,EUR,459.78
3489,21,744,PT25H5M,PT11H25M,ICN,FRA,6X,9745,2022-07-01,Y,21,PT1H10M,FRA,CDG,LH,1026,2022-07-02,9,EUR,459.78
3490,56,744,PT26H20M,PT11H25M,ICN,LUX,6X,9745,2022-07-01,Y,56,PT1H,FRA,CDG,LH,1028,2022-07-02,9,EUR,459.78
3491,49,744,PT27H15M,PT11H25M,ICN,DUB,6X,9745,2022-07-01,Y,49,PT1H40M,FRA,CDG,LH,1030,2022-07-02,9,EUR,459.78
3492,33,77W,PT26H10M,PT10H10M,ICN,,QR,859,2022-07-01,Y,33,,DOH,CDG,QR,37,2022-07-01,9,EUR,459.98
3493,132,359,PT14H50M,PT9H35M,ICN,,AY,42,2022-07-01,Y,132,,HEL,CDG,AY,1577,2022-07-01,9,EUR,464.44
3494,9,359,PT19H,PT9H35M,ICN,,AY,42,2022-07-01,Y,9,,HEL,CDG,AY,1581,2022-07-01,9,EUR,464.44
3495,58,359,PT30H20M,PT9H35M,ICN,,AY,42,2022-07-01,Y,58,,HEL,CDG,AY,1571,2022-07-02,9,EUR,464.44
3496,41,359,PT32H10M,PT9H35M,ICN,,AY,42,2022-07-01,Y,41,,HEL,CDG,AY,1573,2022-07-02,9,EUR,464.44
3497,16,359,PT35H,PT9H35M,ICN,,AY,42,2022-07-01,Y,16,,HEL,CDG,AY,1575,2022-07-02,9,EUR,464.44
3498,115,77W,PT36H40M,PT10H10M,ICN,,QR,859,2022-07-01,Y,115,,DOH,CDG,QR,41,2022-07-02,9,EUR,464.44
3499,43,789,PT14H15M,PT11H15M,ICN,,KL,856,2022-07-01,Y,43,,AMS,CDG,KL,144,2022-07-01,9,EUR,464.44
3500,120,789,PT14H45M,PT11H15M,ICN,,KL,856,2022-07-01,Y,120,,AMS,CDG,KL,1227,2022-07-01,9,EUR,464.44
3501,74,789,PT15H30M,PT11H15M,ICN,LIS,KL,856,2022-07-01,Y,74,PT2H30M,AMS,CDG,KL,1229,2022-07-01,9,EUR,464.44
3502,156,772,PT15H55M,PT11H35M,ICN,VIE,KL,79,2022-07-01,Y,156,PT2H,AMS,CDG,KL,144,2022-07-01,9,EUR,464.44
3503,60,772,PT16H25M,PT11H35M,ICN,VIE,KL,79,2022-07-01,Y,60,PT2H,AMS,CDG,KL,1227,2022-07-01,9,EUR,464.44
3504,158,789,PT16H55M,PT11H15M,ICN,,KL,856,2022-07-01,Y,158,,AMS,CDG,KL,2003,2022-07-01,9,EUR,464.44
3505,27,772,PT17H10M,PT11H35M,ICN,,KL,79,2022-07-01,Y,27,,AMS,CDG,KL,1229,2022-07-01,9,EUR,464.44
3506,7,789,PT18H,PT11H15M,ICN,,KL,856,2022-07-01,Y,7,,AMS,CDG,KL,2007,2022-07-01,9,EUR,464.44
3507,90,772,PT18H35M,PT11H35M,ICN,,KL,79,2022-07-01,Y,90,,AMS,CDG,KL,2003,2022-07-01,9,EUR,464.44
3508,111,772,PT19H40M,PT11H35M,ICN,,KL,79,2022-07-01,Y,111,,AMS,CDG,KL,2007,2022-07-01,9,EUR,464.44
3509,126,789,PT19H45M,PT11H15M,ICN,,KL,856,2022-07-01,Y,126,,AMS,CDG,KL,1233,2022-07-01,9,EUR,464.44
3510,62,772,PT21H25M,PT11H35M,ICN,,KL,79,2022-07-01,Y,62,,AMS,CDG,KL,1233,2022-07-01,9,EUR,464.44
3511,78,789,PT21H30M,PT11H15M,ICN,,KL,856,2022-07-01,Y,78,,AMS,CDG,KL,2009,2022-07-01,9,EUR,464.44
3512,164,789,PT21H55M,PT11H15M,ICN,,KL,856,2022-07-01,Y,164,,AMS,CDG,KL,2013,2022-07-01,9,EUR,464.44
3513,29,772,PT23H10M,PT11H35M,ICN,DUB,KL,79,2022-07-01,Y,29,PT1H45M,AMS,CDG,KL,2009,2022-07-01,9,EUR,464.44
3514,96,772,PT23H35M,PT11H35M,ICN,ATH,KL,79,2022-07-01,Y,96,PT3H35M,AMS,CDG,KL,2013,2022-07-01,9,EUR,464.44
3515,142,789,PT23H50M,PT11H15M,ICN,ATH,KL,856,2022-07-01,Y,142,PT3H35M,AMS,CDG,KL,1243,2022-07-01,9,EUR,464.44
3516,31,789,PT25H10M,PT11H15M,ICN,ATH,KL,856,2022-07-01,Y,31,PT3H30M,AMS,CDG,KL,1245,2022-07-01,9,EUR,473.64
3517,80,772,PT25H30M,PT11H35M,ICN,ATH,KL,79,2022-07-01,Y,80,PT3H30M,AMS,CDG,KL,1243,2022-07-01,9,EUR,491.41
3518,23,789,PT26H5M,PT11H15M,ICN,,KL,856,2022-07-01,Y,23,,AMS,CDG,KL,2017,2022-07-01,9,EUR,491.41
3519,130,772,PT27H45M,PT11H35M,ICN,,KL,79,2022-07-01,Y,130,,AMS,CDG,KL,2017,2022-07-01,9,EUR,491.41
3520,37,789,PT28H10M,PT11H15M,ICN,,KL,856,2022-07-01,Y,37,,AMS,CDG,KL,2023,2022-07-01,9,EUR,505.73
3521,150,772,PT29H50M,PT11H35M,ICN,,KL,79,2022-07-01,Y,150,,AMS,CDG,KL,2023,2022-07-01,9,EUR,505.73
3522,162,781,PT20H55M,PT10H15M,ICN,,EY,857,2022-07-01,Y,162,,AUH,CDG,EY,31,2022-07-02,9,EUR,505.73
3523,11,781,PT24H,PT10H15M,ICN,,EY,857,2022-07-01,N,11,,AUH,,,,,9,EUR,534.13
3524,100,781,PT30H35M,PT10H15M,ICN,MAD,EY,857,2022-07-01,N,100,PT1H55M,AUH,,,,,9,EUR,612.13
3525,117,781,PT36H40M,PT10H15M,ICN,,EY,857,2022-07-01,N,117,,AUH,,,,,7,EUR,613.3
3526,3,789,PT15H,PT10H30M,ICN,OSL,LO,98,2022-07-01,Y,3,PT2H10M,WAW,CDG,LO,335,2022-07-01,9,EUR,618.05
3527,136,789,PT18H50M,PT10H30M,ICN,,LO,98,2022-07-01,Y,136,,WAW,CDG,LO,333,2022-07-01,9,EUR,624.81
3528,14,789,PT30H,PT10H30M,ICN,AMS,LO,98,2022-07-01,Y,14,PT1H15M,WAW,CDG,LO,331,2022-07-02,4,EUR,633.44
3529,88,343,PT16H35M,PT14H10M,ICN,AMS,LH,713,2022-07-01,Y,88,PT1H20M,FRA,CDG,LH,1050,2022-07-01,9,EUR,647.95
3530,134,343,PT17H50M,PT14H10M,ICN,AMS,LH,713,2022-07-01,Y,134,PT1H25M,FRA,CDG,LH,1052,2022-07-01,9,EUR,647.95
3531,146,359,PT27H50M,PT5H50M,ICN,AMS,TG,657,2022-07-01,Y,146,PT1H15M,BKK,CDG,TG,930,2022-07-02,9,EUR,647.95
3532,66,343,PT27H25M,PT14H10M,ICN,AMS,LH,713,2022-07-01,Y,66,PT1H20M,FRA,CDG,LH,1026,2022-07-02,9,EUR,647.95
3533,18,77W,PT12H5M,PT12H5M,ICN,AMS,AF,267,2022-07-01,N,18,PT1H25M,CDG,,,,,9,EUR,647.95
3534,1,789,PT14H,PT11H15M,ICN,AMS,KL,856,2022-07-01,Y,1,PT1H15M,AMS,CDG,KL,1223,2022-07-01,9,EUR,665.25
3535,122,333,PT17H45M,PT3H45M,ICN,AMS,CX,419,2022-07-01,Y,122,PT1H20M,HKG,CDG,CX,261,2022-07-02,9,EUR,732.32
3536,140,333,PT22H50M,PT3H55M,ICN,AMS,CX,411,2022-07-01,Y,140,PT1H15M,HKG,CDG,CX,261,2022-07-02,9,EUR,882.03
3537,64,333,PT24H25M,PT3H55M,ICN,AMS,CX,439,2022-07-01,Y,64,PT1H20M,HKG,CDG,CX,261,2022-07-02,9,EUR,937.73
3538,144,333,PT27H50M,PT3H50M,ICN,AMS,CX,417,2022-07-01,Y,144,PT1H30M,HKG,CDG,CX,261,2022-07-02,9,EUR,948.73
3539,148,333,PT28H50M,PT5H50M,ICN,,CX,421,2022-07-01,Y,148,,HKG,CDG,CX,261,2022-07-02,9,EUR,1089.23
3540,152,359,PT40H50M,PT5H50M,ICN,,TG,655,2022-07-01,Y,152,,BKK,CDG,TG,930,2022-07-03,9,EUR,1089.23
3541,70,788,PT39H25M,PT7H45M,ICN,,AI,313,2022-07-01,Y,70,,DEL,CDG,AI,143,2022-07-02,9,EUR,1089.23
3542,73,77W,PT12H30M,PT12H30M,ICN,,KE,903,2022-07-01,N,73,,CDG,,,,,9,EUR,1146.3
3543,109,388,PT16H40M,PT11H30M,ICN,,OZ,541,2022-07-01,Y,109,,FRA,CDG,LH,1050,2022-07-01,9,EUR,1146.3
3544,5,388,PT15H,PT11H30M,ICN,MAD,OZ,541,2022-07-01,Y,5,PT2H5M,FRA,CDG,AF,1319,2022-07-01,9,EUR,1146.3
3545,124,333,PT18H45M,PT2H40M,ICN,AMS,BR,159,2022-07-01,Y,124,PT1H30M,TPE,CDG,BR,87,2022-07-02,9,EUR,1146.3
3546,82,321,PT26H30M,PT2H35M,ICN,AMS,BR,169,2022-07-01,Y,82,PT1H20M,TPE,CDG,BR,87,2022-07-02,9,EUR,1146.3
3547,113,333,PT31H40M,PT2H35M,ICN,AMS,BR,149,2022-07-01,Y,113,PT1H15M,TPE,CDG,BR,87,2022-07-02,9,EUR,1212.44
3548,19,77W,PT20H5M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,19,PT1H30M,IST,CDG,TK,1823,2022-07-02,9,EUR,1303.3
3549,94,77W,PT22H35M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,94,PT1H20M,IST,CDG,TK,1825,2022-07-02,9,EUR,1341.66
3550,47,77W,PT24H15M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,47,PT1H30M,IST,CDG,TK,1833,2022-07-02,9,EUR,1421.28
3551,98,77W,PT25H35M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,98,PT1H15M,IST,CDG,TK,1827,2022-07-02,9,EUR,1421.28
3552,51,77W,PT29H15M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,51,PT1H20M,IST,CDG,TK,1829,2022-07-02,9,EUR,1421.28
3553,107,772,PT15H40M,PT11H35M,ICN,AMS,KL,79,2022-07-01,Y,107,PT1H15M,AMS,CDG,KL,1223,2022-07-01,9,EUR,1454.13
3554,160,77W,PT16H55M,PT11H25M,ICN,AMS,TK,91,2022-07-01,Y,160,PT1H25M,IST,CDG,TK,1821,2022-07-02,9,EUR,2365.73
3555,54,789,PT21H20M,PT13H10M,ICN,BCN,AC,62,2022-07-01,Y,54,PT2H,YYZ,CDG,AC,872,2022-07-02,9,EUR,3489.98
3556,92,388,PT20H35M,PT9H30M,ICN,BCN,EK,323,2022-07-01,Y,92,PT2H,DXB,CDG,EK,73,2022-07-02,9,EUR,7191.35
3557,25,388,PT27H5M,PT9H30M,ICN,FCO,EK,323,2022-07-01,Y,25,PT2H10M,DXB,CDG,EK,75,2022-07-02,9,EUR,7191.35
3558,86,388,PT40H30M,PT9H30M,ICN,ZRH,EK,323,2022-07-01,Y,86,PT1H15M,DXB,CDG,EK,71,2022-07-03,4,EUR,7191.35
3559,154,744,PT13H55M,PT11H25M,ICN,BCN,6X,9745,2022-07-01,Y,154,PT1H50M,FRA,CDG,AF,1819,2022-07-01,4,EUR,7191.35
3560,105,789,PT14H40M,PT10H30M,ICN,BCN,LO,98,2022-07-01,Y,105,PT1H50M,WAW,CDG,AF,1347,2022-07-01,9,EUR,95.81
3561,138,787,PT21H50M,PT6H15M,ICN,MUC,SQ,601,2022-07-01,Y,138,PT1H35M,SIN,CDG,SQ,336,2022-07-02,9,EUR,95.81
3562,128,789,PT24H45M,PT10H40M,ICN,AMS,UA,892,2022-07-01,Y,128,PT1H20M,SFO,CDG,UA,990,2022-07-02,9,EUR,146.82
3563,39,777,PT30H10M,PT10H45M,ICN,AMS,UA,806,2022-07-01,Y,39,PT1H20M,SFO,CDG,UA,990,2022-07-02,9,EUR,146.82
3564,68,359,PT28H25M,PT14H15M,ICN,AMS,UA,7293,2022-07-01,Y,68,PT1H30M,JFK,CDG,UA,57,2022-07-02,9,EUR,173.13
3565,103,359,PT31H35M,PT14H15M,ICN,AMS,UA,7293,2022-07-01,Y,103,PT1H15M,JFK,CDG,UA,54,2022-07-02,9,EUR,173.13
3566,49,332,PT11H17M,PT11H17M,ICN,DUS,6X,957,2022-07-02,N,49,PT1H15M,CDG,,,,,9,EUR,191.82
3567,73,332,PT11H30M,PT11H30M,ICN,DUS,6X,956,2022-07-02,N,73,PT1H15M,CDG,,,,,9,EUR,191.82
3568,29,744,PT26H10M,PT11H25M,ICN,,6X,9745,2022-07-02,Y,29,,FRA,CDG,6X,1193,2022-07-03,9,EUR,191.82
3569,86,744,PT26H30M,PT11H25M,ICN,BCN,6X,9745,2022-07-02,Y,86,PT1H50M,FRA,CDG,6X,1100,2022-07-03,9,EUR,409.89
3570,39,744,PT14H15M,PT11H25M,ICN,ZRH,6X,9745,2022-07-02,Y,39,PT1H15M,FRA,CDG,LH,1050,2022-07-02,7,EUR,427.07
3571,76,744,PT15H30M,PT11H25M,ICN,ZRH,6X,9745,2022-07-02,Y,76,PT1H15M,FRA,CDG,LH,1052,2022-07-02,9,EUR,456.61
3572,18,744,PT25H5M,PT11H25M,ICN,ZRH,6X,9745,2022-07-02,Y,18,PT1H20M,FRA,CDG,LH,1026,2022-07-03,9,EUR,459.78
3573,53,744,PT26H20M,PT11H25M,ICN,ZRH,6X,9745,2022-07-02,Y,53,PT1H15M,FRA,CDG,LH,1028,2022-07-03,9,EUR,459.78
3574,45,744,PT27H15M,PT11H25M,ICN,ZRH,6X,9745,2022-07-02,Y,45,PT1H20M,FRA,CDG,LH,1030,2022-07-03,9,EUR,459.78
3575,51,789,PT23H20M,PT12H55M,ICN,ZRH,SV,899,2022-07-02,Y,51,PT1H15M,JED,CDG,SV,127,2022-07-03,9,EUR,459.78
3576,90,788,PT36H30M,PT12H30M,ICN,ZRH,ET,673,2022-07-02,Y,90,PT1H15M,ADD,CDG,ET,734,2022-07-03,9,EUR,459.78
3577,27,77W,PT26H10M,PT10H10M,ICN,ZRH,QR,859,2022-07-02,Y,27,PT1H15M,DOH,CDG,QR,37,2022-07-02,9,EUR,459.98
3578,134,359,PT14H50M,PT9H35M,ICN,ZRH,AY,42,2022-07-02,Y,134,PT1H15M,HEL,CDG,AY,1577,2022-07-02,3,EUR,464.44
3579,7,359,PT19H,PT9H35M,ICN,ZRH,AY,42,2022-07-02,Y,7,PT1H25M,HEL,CDG,AY,1581,2022-07-02,3,EUR,464.44
3580,55,359,PT30H20M,PT9H35M,ICN,ZRH,AY,42,2022-07-02,Y,55,PT1H15M,HEL,CDG,AY,1571,2022-07-03,9,EUR,464.44
3581,35,359,PT32H10M,PT9H35M,ICN,MAD,AY,42,2022-07-02,Y,35,PT2H5M,HEL,CDG,AY,1573,2022-07-03,9,EUR,464.44
3582,14,359,PT35H,PT9H35M,ICN,MAD,AY,42,2022-07-02,Y,14,PT2H5M,HEL,CDG,AY,1575,2022-07-03,9,EUR,464.44
3583,117,77W,PT36H40M,PT10H10M,ICN,DUS,QR,859,2022-07-02,Y,117,PT1H15M,DOH,CDG,QR,41,2022-07-03,9,EUR,464.44
3584,1,772,PT14H,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,1,PT1H15M,AMS,CDG,KL,1223,2022-07-02,9,EUR,464.44
3585,122,772,PT14H45M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,122,PT1H15M,AMS,CDG,KL,1227,2022-07-02,9,EUR,464.44
3586,37,772,PT14H15M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,37,PT1H15M,AMS,CDG,KL,144,2022-07-02,9,EUR,464.44
3587,107,772,PT15H40M,PT11H35M,ICN,MAD,KL,79,2022-07-02,Y,107,PT2H5M,AMS,CDG,KL,1223,2022-07-02,9,EUR,464.44
3588,152,772,PT15H55M,PT11H35M,ICN,LIN,KL,79,2022-07-02,Y,152,PT1H30M,AMS,CDG,KL,144,2022-07-02,9,EUR,464.44
3589,59,772,PT16H25M,PT11H35M,ICN,LIN,KL,79,2022-07-02,Y,59,PT1H25M,AMS,CDG,KL,1227,2022-07-02,9,EUR,464.44
3590,154,772,PT16H55M,PT11H15M,ICN,MUC,KL,856,2022-07-02,Y,154,PT1H35M,AMS,CDG,KL,2003,2022-07-02,9,EUR,464.44
3591,23,772,PT17H10M,PT11H35M,ICN,MUC,KL,79,2022-07-02,Y,23,PT1H35M,AMS,CDG,KL,1229,2022-07-02,9,EUR,464.44
3592,5,772,PT18H,PT11H15M,ICN,MUC,KL,856,2022-07-02,Y,5,PT1H35M,AMS,CDG,KL,2007,2022-07-02,9,EUR,464.44
3593,94,772,PT18H35M,PT11H35M,ICN,MUC,KL,79,2022-07-02,Y,94,PT1H35M,AMS,CDG,KL,2003,2022-07-02,9,EUR,464.44
3594,113,772,PT19H40M,PT11H35M,ICN,MUC,KL,79,2022-07-02,Y,113,PT1H35M,AMS,CDG,KL,2007,2022-07-02,9,EUR,464.44
3595,128,772,PT19H45M,PT11H15M,ICN,MUC,KL,856,2022-07-02,Y,128,PT1H35M,AMS,CDG,KL,1233,2022-07-02,9,EUR,464.44
3596,63,772,PT21H25M,PT11H35M,ICN,DUS,KL,79,2022-07-02,Y,63,PT1H20M,AMS,CDG,KL,1233,2022-07-02,9,EUR,464.44
3597,80,772,PT21H30M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,80,PT1H10M,AMS,CDG,KL,2009,2022-07-02,9,EUR,464.44
3598,160,772,PT21H55M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,160,PT1H10M,AMS,CDG,KL,2013,2022-07-02,9,EUR,464.44
3599,25,772,PT23H10M,PT11H35M,ICN,FRA,KL,79,2022-07-02,Y,25,PT1H15M,AMS,CDG,KL,2009,2022-07-02,9,EUR,464.44
3600,100,772,PT23H35M,PT11H35M,ICN,FRA,KL,79,2022-07-02,Y,100,PT1H15M,AMS,CDG,KL,2013,2022-07-02,9,EUR,464.44
3601,140,772,PT23H50M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,140,PT1H15M,AMS,CDG,KL,1243,2022-07-02,9,EUR,473.64
3602,82,772,PT25H30M,PT11H35M,ICN,FRA,KL,79,2022-07-02,Y,82,PT1H15M,AMS,CDG,KL,1243,2022-07-02,9,EUR,491.41
3603,20,772,PT26H5M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,20,PT1H15M,AMS,CDG,KL,2017,2022-07-02,9,EUR,491.41
3604,132,772,PT27H45M,PT11H35M,ICN,FRA,KL,79,2022-07-02,Y,132,PT1H15M,AMS,CDG,KL,2017,2022-07-02,9,EUR,491.41
3605,31,772,PT28H10M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,31,PT1H10M,AMS,CDG,KL,2023,2022-07-02,9,EUR,505.73
3606,148,772,PT29H50M,PT11H35M,ICN,FRA,KL,79,2022-07-02,Y,148,PT1H15M,AMS,CDG,KL,2023,2022-07-02,9,EUR,505.73
3607,158,781,PT20H55M,PT10H15M,ICN,FRA,EY,857,2022-07-02,Y,158,PT1H15M,AUH,CDG,EY,31,2022-07-03,9,EUR,505.73
3608,9,781,PT24H,PT10H15M,ICN,FRA,EY,857,2022-07-02,N,9,PT1H15M,AUH,,,,,9,EUR,526.85
3609,102,781,PT30H35M,PT10H15M,ICN,FRA,EY,857,2022-07-02,N,102,PT1H15M,AUH,,,,,9,EUR,534.13
3610,119,781,PT36H40M,PT10H15M,ICN,FRA,EY,857,2022-07-02,N,119,PT1H10M,AUH,,,,,9,EUR,534.13
3611,3,789,PT15H,PT10H30M,ICN,FRA,LO,98,2022-07-02,Y,3,PT1H10M,WAW,CDG,LO,335,2022-07-02,9,EUR,536.44
3612,136,789,PT18H50M,PT10H30M,ICN,FRA,LO,98,2022-07-02,Y,136,PT1H15M,WAW,CDG,LO,333,2022-07-02,9,EUR,552.82
3613,12,789,PT30H,PT10H30M,ICN,FRA,LO,98,2022-07-02,Y,12,PT1H15M,WAW,CDG,LO,331,2022-07-03,9,EUR,552.82
3614,92,359,PT16H35M,PT13H10M,ICN,FRA,LH,719,2022-07-02,Y,92,PT1H15M,MUC,CDG,LH,2236,2022-07-02,9,EUR,579.28
3615,61,74H,PT16H25M,PT13H20M,ICN,FRA,LH,713,2022-07-02,Y,61,PT1H15M,FRA,CDG,LH,1050,2022-07-02,9,EUR,613.3
3616,111,74H,PT17H40M,PT13H20M,ICN,FRA,LH,713,2022-07-02,Y,111,PT1H15M,FRA,CDG,LH,1052,2022-07-02,9,EUR,633.25
3617,74,772,PT15H30M,PT11H15M,ICN,FRA,KL,856,2022-07-02,Y,74,PT1H15M,AMS,CDG,KL,1229,2022-07-02,9,EUR,647.95
3618,43,74H,PT27H15M,PT13H20M,ICN,FRA,LH,713,2022-07-02,Y,43,PT1H10M,FRA,CDG,LH,1026,2022-07-03,9,EUR,647.95
3619,88,74H,PT28H30M,PT13H20M,ICN,FRA,LH,713,2022-07-02,Y,88,PT1H15M,FRA,CDG,LH,1028,2022-07-03,9,EUR,647.95
3620,96,388,PT20H35M,PT9H30M,ICN,FRA,EK,323,2022-07-02,Y,96,PT1H15M,DXB,CDG,EK,73,2022-07-03,9,EUR,647.95
3621,144,359,PT27H50M,PT5H50M,ICN,FRA,TG,657,2022-07-02,Y,144,PT1H15M,BKK,CDG,TG,930,2022-07-03,9,EUR,647.95
3622,150,359,PT40H50M,PT5H50M,ICN,FRA,TG,655,2022-07-02,Y,150,PT2H30M,BKK,CDG,TG,930,2022-07-04,9,EUR,661.81
3623,124,333,PT17H45M,PT3H45M,ICN,FRA,CX,419,2022-07-02,Y,124,PT1H10M,HKG,CDG,CX,261,2022-07-03,9,EUR,732.32
3624,138,333,PT22H50M,PT3H55M,ICN,FRA,CX,411,2022-07-02,Y,138,PT1H10M,HKG,CDG,CX,261,2022-07-03,9,EUR,905.41
3625,65,333,PT24H25M,PT3H55M,ICN,FRA,CX,439,2022-07-02,Y,65,PT1H15M,HKG,CDG,CX,261,2022-07-03,9,EUR,927.03
3626,142,333,PT27H50M,PT3H50M,ICN,FRA,CX,417,2022-07-02,Y,142,PT1H15M,HKG,CDG,CX,261,2022-07-03,9,EUR,927.03
3627,146,333,PT28H50M,PT5H50M,ICN,FRA,CX,421,2022-07-02,Y,146,PT1H15M,HKG,CDG,CX,261,2022-07-03,9,EUR,982.73
3628,16,77W,PT12H5M,PT12H5M,ICN,FRA,AF,267,2022-07-02,N,16,PT1H15M,CDG,,,,,9,EUR,1089.23
3629,71,788,PT39H25M,PT7H45M,ICN,FRA,AI,313,2022-07-02,Y,71,PT1H10M,DEL,CDG,AI,143,2022-07-03,9,EUR,1089.23
3630,50,77L,PT12H20M,PT12H20M,ICN,FRA,OZ,501,2022-07-02,N,50,PT1H15M,CDG,,,,,9,EUR,1089.23
3631,17,77W,PT12H5M,PT12H5M,ICN,FRA,KE,5901,2022-07-02,N,17,PT1H15M,CDG,,,,,9,EUR,1146.3
3632,22,77W,PT12H10M,PT12H10M,ICN,FRA,KE,901,2022-07-02,N,22,PT1H15M,CDG,,,,,9,EUR,1303.3
3633,109,388,PT16H40M,PT11H30M,ICN,FRA,OZ,541,2022-07-02,Y,109,PT1H15M,FRA,CDG,LH,1050,2022-07-02,9,EUR,1303.3
3634,126,333,PT18H45M,PT2H40M,ICN,FRA,BR,159,2022-07-02,Y,126,PT1H15M,TPE,CDG,BR,87,2022-07-03,9,EUR,1303.3
3635,84,321,PT26H30M,PT2H35M,ICN,MAD,BR,169,2022-07-02,Y,84,PT2H5M,TPE,CDG,BR,87,2022-07-03,9,EUR,1459.3
3636,115,333,PT31H40M,PT2H35M,ICN,MAD,BR,149,2022-07-02,Y,115,PT2H5M,TPE,CDG,BR,87,2022-07-03,9,EUR,1545.56
3637,41,77W,PT24H15M,PT11H25M,ICN,VIE,TK,91,2022-07-02,Y,41,PT2H,IST,CDG,TK,1833,2022-07-03,9,EUR,2365.73
3638,98,77W,PT22H35M,PT11H25M,ICN,,TK,91,2022-07-02,Y,98,,IST,CDG,TK,1825,2022-07-03,9,EUR,7191.35
3639,67,77W,PT25H25M,PT11H25M,ICN,,TK,91,2022-07-02,Y,67,,IST,CDG,TK,1827,2022-07-03,9,EUR,7191.35
3640,47,77W,PT29H15M,PT11H25M,ICN,,TK,91,2022-07-02,Y,47,,IST,CDG,TK,1829,2022-07-03,4,EUR,7191.35
3641,156,77W,PT16H55M,PT11H25M,ICN,,TK,91,2022-07-02,Y,156,,IST,CDG,TK,1821,2022-07-03,4,EUR,7191.35
3642,78,359,PT16H30M,PT12H20M,ICN,,OZ,521,2022-07-02,Y,78,,LHR,CDG,6X,20,2022-07-03,9,EUR,95.81
3643,57,789,PT15H25M,PT10H30M,ICN,,LO,98,2022-07-02,Y,57,,WAW,CDG,AF,1347,2022-07-02,9,EUR,95.81
3644,130,789,PT24H45M,PT10H40M,ICN,,UA,892,2022-07-02,Y,130,,SFO,CDG,UA,990,2022-07-03,9,EUR,146.82
3645,33,777,PT30H10M,PT10H45M,ICN,,UA,806,2022-07-02,Y,33,,SFO,CDG,UA,990,2022-07-03,9,EUR,146.82
3646,69,359,PT28H25M,PT14H15M,ICN,,UA,7293,2022-07-02,Y,69,,JFK,CDG,UA,57,2022-07-03,9,EUR,173.13
3647,105,359,PT31H35M,PT14H15M,ICN,,UA,7293,2022-07-02,Y,105,,JFK,CDG,UA,54,2022-07-03,9,EUR,173.13
3648,47,332,PT11H17M,PT11H17M,ICN,MAD,6X,957,2022-07-03,N,47,PT1H55M,CDG,,,,,9,EUR,191.82
