,code,total_dur,dur_1,departure_1,arrival_1,carriercode_1,dep_date,transfer,dur_2,departure_2,arrival_2,carriercode_2,arr_date,bookable_seats,currency,total,dest,ontime_proba
0,73H,0 days 08:30:00,0 days 02:25:00,LGW,MAD,UX,2022-03-01,Y,0 days 02:00:00,MAD,ORY,UX,2022-03-01,9,EUR,83.51,PAR,0.82137072
1,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,85.84,PAR,0.82137072
2,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,85.84,PAR,0.82137072
3,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,85.84,PAR,0.82137072
4,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,85.84,PAR,0.82137072
5,73H,0 days 14:45:00,0 days 02:25:00,LGW,MAD,UX,2022-03-01,Y,0 days 02:00:00,MAD,ORY,UX,2022-03-02,9,EUR,88.51,PAR,0.81864971
6,320,0 days 01:25:00,0 days 01:25:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,98.84,PAR,0.82137072
7,32N,0 days 05:15:00,0 days 02:10:00,LHR,OSL,SK,2022-03-01,Y,0 days 02:20:00,OSL,CDG,SK,2022-03-01,9,EUR,105.08,PAR,0.82137072
8,32N,0 days 07:10:00,0 days 02:35:00,LHR,ARN,SK,2022-03-01,Y,0 days 02:35:00,ARN,CDG,SK,2022-03-01,9,EUR,109.69,PAR,0.82137072
9,32A,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-01,N,0 days 00:00:00,ORY,,,2022-03-01,9,EUR,110.61,PAR,0.82137072
10,320,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-01,N,0 days 00:00:00,ORY,,,2022-03-01,9,EUR,110.61,PAR,0.82137072
11,320,0 days 06:20:00,0 days 02:30:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-01,9,EUR,122.5,PAR,0.82137072
12,320,0 days 07:45:00,0 days 02:30:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-01,9,EUR,122.5,PAR,0.82137072
13,319,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,136.84,PAR,0.82137072
14,73H,0 days 03:25:00,0 days 01:20:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
15,73W,0 days 04:00:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
16,73H,0 days 04:15:00,0 days 01:30:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
17,73J,0 days 04:15:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
18,73W,0 days 04:20:00,0 days 01:15:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
19,73H,0 days 05:05:00,0 days 01:20:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
20,73J,0 days 05:10:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
21,73W,0 days 05:35:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
22,73H,0 days 06:10:00,0 days 01:30:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
23,73W,0 days 06:30:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
24,73H,0 days 06:40:00,0 days 01:20:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
25,73J,0 days 06:50:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
26,73H,0 days 07:45:00,0 days 01:30:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
27,73W,0 days 08:10:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
28,73J,0 days 08:25:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
29,73H,0 days 08:40:00,0 days 01:30:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
30,73W,0 days 09:45:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
31,73H,0 days 10:20:00,0 days 01:30:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,147.58,PAR,0.82137072
32,73H,0 days 10:45:00,0 days 01:10:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-02,9,EUR,147.58,PAR,0.81864971
33,73H,0 days 11:20:00,0 days 01:10:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-02,9,EUR,147.58,PAR,0.81864971
34,319,0 days 06:15:00,0 days 02:35:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-01,9,EUR,149.5,PAR,0.82137072
35,32A,0 days 06:55:00,0 days 02:25:00,LGW,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,ORY,IB,2022-03-01,9,EUR,162.51,PAR,0.82137072
36,E90,0 days 03:20:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
37,E90,0 days 04:00:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
38,E90,0 days 04:15:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
39,E90,0 days 04:55:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
40,E90,0 days 04:55:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
41,E90,0 days 05:10:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
42,E90,0 days 05:35:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
43,E90,0 days 05:50:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
44,E90,0 days 06:30:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
45,E90,0 days 06:30:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
46,E90,0 days 06:50:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
47,E90,0 days 07:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
48,E90,0 days 07:30:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
49,E90,0 days 08:10:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
50,E90,0 days 08:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
51,E90,0 days 09:05:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
52,E90,0 days 09:05:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
53,E90,0 days 09:45:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
54,E90,0 days 10:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-02,9,EUR,166.16,PAR,0.81864971
55,E90,0 days 10:40:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-01,9,EUR,166.16,PAR,0.82137072
56,E90,0 days 11:00:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-02,9,EUR,166.16,PAR,0.81864971
57,E90,0 days 11:05:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-02,9,EUR,166.16,PAR,0.81864971
58,32A,0 days 06:25:00,0 days 02:05:00,LGW,BCN,VY,2022-03-01,Y,0 days 01:50:00,BCN,ORY,VY,2022-03-01,7,EUR,166.92,PAR,0.82137072
59,32A,0 days 06:25:00,0 days 02:05:00,LGW,BCN,IB,2022-03-01,Y,0 days 01:50:00,BCN,ORY,IB,2022-03-01,4,EUR,171.92,PAR,0.82137072
60,320,0 days 04:00:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
61,223,0 days 04:05:00,0 days 01:45:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
62,320,0 days 04:30:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
63,221,0 days 05:10:00,0 days 01:45:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:15:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
64,221,0 days 06:20:00,0 days 01:45:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
65,320,0 days 06:50:00,0 days 01:40:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
66,320,0 days 07:20:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,177.91,PAR,0.82137072
67,32N,0 days 07:15:00,0 days 02:30:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-01,3,EUR,178.5,PAR,0.82137072
68,32A,0 days 04:55:00,0 days 02:05:00,LGW,BCN,VY,2022-03-01,Y,0 days 01:50:00,BCN,ORY,VY,2022-03-01,9,EUR,179.92,PAR,0.82137072
69,321,0 days 04:55:00,0 days 02:05:00,LGW,BCN,IB,2022-03-01,Y,0 days 01:50:00,BCN,ORY,IB,2022-03-01,4,EUR,182.92,PAR,0.82137072
70,32A,0 days 07:20:00,0 days 02:05:00,LGW,BCN,VY,2022-03-01,Y,0 days 02:00:00,BCN,CDG,VY,2022-03-01,9,EUR,182.92,PAR,0.82137072
71,73H,0 days 03:45:00,0 days 01:15:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,184.58,PAR,0.82137072
72,73W,0 days 05:25:00,0 days 01:15:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,184.58,PAR,0.82137072
73,73H,0 days 07:45:00,0 days 01:20:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,184.58,PAR,0.82137072
74,73J,0 days 09:30:00,0 days 01:25:00,LHR,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,184.58,PAR,0.82137072
75,321,0 days 07:20:00,0 days 02:05:00,LGW,BCN,IB,2022-03-01,Y,0 days 02:00:00,BCN,CDG,IB,2022-03-01,4,EUR,184.92,PAR,0.82137072
76,32N,0 days 06:15:00,0 days 02:30:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,ORY,IB,2022-03-01,3,EUR,187.5,PAR,0.82137072
77,320,0 days 06:35:00,0 days 02:35:00,LHR,MAD,IB,2022-03-01,Y,0 days 02:05:00,MAD,ORY,IB,2022-03-01,9,EUR,189.5,PAR,0.82137072
78,E90,0 days 03:55:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,196.49,PAR,0.82137072
79,221,0 days 04:20:00,0 days 01:40:00,LCY,ZRH,LX,2022-03-01,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-01,9,EUR,196.49,PAR,0.82137072
80,E90,0 days 07:05:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-01,Y,0 days 01:15:00,ZRH,CDG,LX,2022-03-01,9,EUR,196.49,PAR,0.82137072
81,32N,0 days 04:10:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
82,32N,0 days 04:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
83,32N,0 days 05:05:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:30:00,MUC,ORY,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
84,32N,0 days 05:10:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
85,32N,0 days 05:20:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
86,32N,0 days 05:25:00,0 days 01:55:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
87,32N,0 days 06:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
88,32N,0 days 06:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-01,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-01,9,EUR,199.1,PAR,0.82137072
89,E90,0 days 09:30:00,0 days 01:10:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,203.16,PAR,0.82137072
90,E90,0 days 10:10:00,0 days 01:15:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,203.16,PAR,0.82137072
91,E90,0 days 10:50:00,0 days 01:20:00,LCY,AMS,KL,2022-03-01,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-01,9,EUR,203.16,PAR,0.82137072
92,32N,0 days 03:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
93,32N,0 days 03:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
94,744,0 days 04:05:00,0 days 01:30:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
95,32Q,0 days 04:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
96,32N,0 days 04:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
97,32Q,0 days 04:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
98,32N,0 days 04:30:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
99,32N,0 days 04:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
100,32Q,0 days 05:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
101,32N,0 days 05:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
102,32N,0 days 05:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
103,744,0 days 05:35:00,0 days 01:30:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
104,32Q,0 days 05:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
105,32N,0 days 05:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
106,32N,0 days 06:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
107,32N,0 days 06:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
108,744,0 days 06:30:00,0 days 01:30:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
109,32N,0 days 06:30:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
110,32Q,0 days 06:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
111,32Q,0 days 07:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
112,32N,0 days 07:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
113,32N,0 days 07:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
114,32Q,0 days 07:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,205.01,PAR,0.82137072
115,32N,0 days 06:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,5,EUR,205.01,PAR,0.82137072
116,744,0 days 04:00:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
117,E90,0 days 04:25:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
118,E90,0 days 05:05:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
119,E90,0 days 06:40:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
120,E90,0 days 07:00:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
121,E90,0 days 07:40:00,0 days 01:25:00,LCY,FRA,LH,2022-03-01,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-01,9,EUR,223.59,PAR,0.82137072
122,32N,0 days 12:55:00,0 days 03:30:00,LHR,ATH,A3,2022-03-01,Y,0 days 03:30:00,ATH,CDG,A3,2022-03-02,1,EUR,225.29,PAR,0.81864971
123,320,0 days 05:00:00,0 days 02:20:00,LHR,VIE,OS,2022-03-01,Y,0 days 02:00:00,VIE,CDG,OS,2022-03-01,9,EUR,233.09,PAR,0.82137072
124,320,0 days 07:35:00,0 days 02:15:00,LHR,VIE,OS,2022-03-01,Y,0 days 02:05:00,VIE,CDG,OS,2022-03-01,9,EUR,233.09,PAR,0.82137072
125,321,0 days 08:05:00,0 days 02:15:00,LHR,VIE,OS,2022-03-01,Y,0 days 02:00:00,VIE,CDG,OS,2022-03-01,9,EUR,233.09,PAR,0.82137072
126,738,0 days 00:30:00,0 days 00:30:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
127,747,0 days 00:30:00,0 days 00:30:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
128,320,0 days 01:10:00,0 days 01:10:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
129,319,0 days 01:10:00,0 days 01:10:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
130,319,0 days 01:15:00,0 days 01:15:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
131,738,0 days 01:20:00,0 days 01:20:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
132,733,0 days 01:40:00,0 days 01:40:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
133,738,0 days 02:00:00,0 days 02:00:00,LHR,,6X,2022-03-01,N,0 days 00:00:00,CDG,,,2022-03-01,9,EUR,234.6,PAR,0.82137072
134,32N,0 days 10:45:00,0 days 03:30:00,LHR,ATH,A3,2022-03-01,Y,0 days 03:35:00,ATH,CDG,A3,2022-03-02,9,EUR,272.29,PAR,0.81864971
135,32N,0 days 17:35:00,0 days 03:45:00,LHR,ATH,A3,2022-03-01,Y,0 days 03:35:00,ATH,CDG,A3,2022-03-02,9,EUR,272.29,PAR,0.81864971
136,7M8,0 days 07:30:00,0 days 02:15:00,LHR,WAW,LO,2022-03-01,Y,0 days 02:30:00,WAW,CDG,LO,2022-03-01,9,EUR,292.91,PAR,0.82137072
137,320,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-01,N,0 days 00:00:00,ORY,,,2022-03-01,9,EUR,408.61,PAR,0.82137072
138,73H,0 days 08:30:00,0 days 02:25:00,LGW,MAD,UX,2022-03-02,Y,0 days 02:00:00,MAD,ORY,UX,2022-03-02,9,EUR,88.51,PAR,0.81864971
139,32N,0 days 05:15:00,0 days 02:10:00,LHR,OSL,SK,2022-03-02,Y,0 days 02:20:00,OSL,CDG,SK,2022-03-02,9,EUR,105.08,PAR,0.81864971
140,32N,0 days 07:10:00,0 days 02:35:00,LHR,ARN,SK,2022-03-02,Y,0 days 02:30:00,ARN,CDG,SK,2022-03-02,9,EUR,109.69,PAR,0.81864971
141,32A,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-02,N,0 days 00:00:00,ORY,,,2022-03-02,9,EUR,110.61,PAR,0.81864971
142,320,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-02,N,0 days 00:00:00,ORY,,,2022-03-02,9,EUR,110.61,PAR,0.81864971
143,320,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-02,N,0 days 00:00:00,ORY,,,2022-03-02,9,EUR,110.61,PAR,0.81864971
144,32S,0 days 08:10:00,0 days 01:55:00,LHR,LIN,AZ,2022-03-02,Y,0 days 01:25:00,LIN,ORY,AZ,2022-03-02,7,EUR,110.73,PAR,0.81864971
145,320,0 days 07:45:00,0 days 02:30:00,LHR,MAD,IB,2022-03-02,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-02,9,EUR,122.5,PAR,0.81864971
146,359,0 days 07:15:00,0 days 02:20:00,LHR,MAD,IB,2022-03-02,Y,0 days 02:05:00,MAD,ORY,IB,2022-03-02,9,EUR,132.5,PAR,0.81864971
147,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-02,N,0 days 00:00:00,CDG,,,2022-03-02,9,EUR,136.84,PAR,0.81864971
148,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-02,N,0 days 00:00:00,CDG,,,2022-03-02,9,EUR,136.84,PAR,0.81864971
149,320,0 days 01:25:00,0 days 01:25:00,LHR,,AF,2022-03-02,N,0 days 00:00:00,CDG,,,2022-03-02,3,EUR,136.84,PAR,0.81864971
