,code,total_dur,dur_1,departure_1,arrival_1,carriercode_1,dep_date,transfer,dur_2,departure_2,arrival_2,carriercode_2,arr_date,bookable_seats,currency,total,dest,ontime_proba
362,744,0 days 04:05:00,0 days 01:30:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
363,32Q,0 days 04:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
364,32N,0 days 04:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
365,32Q,0 days 04:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
366,32N,0 days 04:30:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
367,32N,0 days 04:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
368,32Q,0 days 05:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
369,32N,0 days 05:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
370,32N,0 days 05:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
371,744,0 days 05:35:00,0 days 01:30:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
372,32Q,0 days 05:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
373,32N,0 days 05:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
374,32N,0 days 06:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
375,32N,0 days 06:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
376,32N,0 days 06:30:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
377,32Q,0 days 06:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
378,32Q,0 days 07:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
379,32N,0 days 07:15:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
380,32N,0 days 07:25:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
381,32Q,0 days 07:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
382,32N,0 days 07:40:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,205.01,PAR,0.79780602
383,73H,0 days 07:45:00,0 days 01:20:00,LHR,AMS,KL,2022-03-03,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-03,4,EUR,205.58,PAR,0.79780602
384,73J,0 days 09:30:00,0 days 01:25:00,LHR,AMS,KL,2022-03-03,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-03,9,EUR,205.58,PAR,0.79780602
385,744,0 days 04:00:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
386,E90,0 days 04:25:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
387,E90,0 days 05:05:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
388,E90,0 days 06:40:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
389,E90,0 days 07:00:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:10:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
390,E90,0 days 07:40:00,0 days 01:25:00,LCY,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,206.59,PAR,0.79780602
391,32N,0 days 10:45:00,0 days 02:20:00,LHR,ATH,A3,2022-03-03,Y,0 days 03:05:00,ATH,CDG,A3,2022-03-04,5,EUR,225.29,PAR,0.75324976
392,32N,0 days 11:55:00,0 days 03:35:00,LHR,ATH,A3,2022-03-03,Y,0 days 03:35:00,ATH,CDG,A3,2022-03-04,9,EUR,225.29,PAR,0.75324976
393,32N,0 days 17:35:00,0 days 03:45:00,LHR,ATH,A3,2022-03-03,Y,0 days 03:35:00,ATH,CDG,A3,2022-03-04,4,EUR,225.29,PAR,0.75324976
394,32N,0 days 06:05:00,0 days 01:35:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,4,EUR,230.01,PAR,0.79780602
395,744,0 days 06:30:00,0 days 01:30:00,LHR,FRA,LH,2022-03-03,Y,0 days 01:15:00,FRA,CDG,LH,2022-03-03,9,EUR,230.01,PAR,0.79780602
396,320,0 days 05:00:00,0 days 02:20:00,LHR,VIE,OS,2022-03-03,Y,0 days 02:00:00,VIE,CDG,OS,2022-03-03,9,EUR,233.09,PAR,0.79780602
397,320,0 days 07:05:00,0 days 02:20:00,LHR,VIE,OS,2022-03-03,Y,0 days 02:10:00,VIE,CDG,OS,2022-03-03,9,EUR,233.09,PAR,0.79780602
398,320,0 days 07:35:00,0 days 02:15:00,LHR,VIE,OS,2022-03-03,Y,0 days 02:05:00,VIE,CDG,OS,2022-03-03,9,EUR,233.09,PAR,0.79780602
399,321,0 days 08:05:00,0 days 02:15:00,LHR,VIE,OS,2022-03-03,Y,0 days 02:00:00,VIE,CDG,OS,2022-03-03,9,EUR,233.09,PAR,0.79780602
400,738,0 days 00:30:00,0 days 00:30:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
401,747,0 days 00:30:00,0 days 00:30:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
402,320,0 days 01:10:00,0 days 01:10:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
403,319,0 days 01:10:00,0 days 01:10:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
404,319,0 days 01:15:00,0 days 01:15:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
405,738,0 days 01:20:00,0 days 01:20:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
406,733,0 days 01:40:00,0 days 01:40:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
407,738,0 days 02:00:00,0 days 02:00:00,LHR,,6X,2022-03-03,N,0 days 00:00:00,CDG,,,2022-03-03,9,EUR,234.6,PAR,0.79780602
408,32N,0 days 05:05:00,0 days 01:50:00,LHR,MUC,LH,2022-03-03,Y,0 days 01:30:00,MUC,ORY,LH,2022-03-03,9,EUR,256.1,PAR,0.79780602
409,320,0 days 01:10:00,0 days 01:10:00,LGW,,VY,2022-03-03,N,0 days 00:00:00,ORY,,,2022-03-03,9,EUR,408.61,PAR,0.79780602
410,73H,0 days 08:30:00,0 days 02:25:00,LGW,MAD,UX,2022-03-04,Y,0 days 02:00:00,MAD,ORY,UX,2022-03-04,7,EUR,83.51,PAR,0.75324976
411,73H,0 days 14:45:00,0 days 02:25:00,LGW,MAD,UX,2022-03-04,Y,0 days 02:00:00,MAD,ORY,UX,2022-03-05,9,EUR,88.51,PAR,0.80790251
412,73H,0 days 11:25:00,0 days 01:10:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,97.58,PAR,0.80790251
413,73H,0 days 12:10:00,0 days 01:10:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,97.58,PAR,0.80790251
414,73W,0 days 13:20:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-05,9,EUR,97.58,PAR,0.80790251
415,73W,0 days 16:05:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,97.58,PAR,0.80790251
416,73H,0 days 10:45:00,0 days 01:10:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-05,9,EUR,109.58,PAR,0.80790251
417,32N,0 days 07:10:00,0 days 02:35:00,LHR,ARN,SK,2022-03-04,Y,0 days 02:35:00,ARN,CDG,SK,2022-03-04,9,EUR,109.69,PAR,0.75324976
418,320,0 days 06:20:00,0 days 02:30:00,LHR,MAD,IB,2022-03-04,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-04,9,EUR,122.5,PAR,0.75324976
419,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,6,EUR,136.84,PAR,0.75324976
420,E90,0 days 10:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-05,2,EUR,145.16,PAR,0.80790251
421,320,0 days 01:25:00,0 days 01:25:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,9,EUR,146.84,PAR,0.75324976
422,73H,0 days 03:25:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
423,73H,0 days 03:45:00,0 days 01:15:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
424,73W,0 days 04:00:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
425,73J,0 days 04:15:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
426,73H,0 days 05:05:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
427,73J,0 days 05:10:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
428,73W,0 days 05:35:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
429,73H,0 days 06:10:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
430,73W,0 days 06:30:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
431,73H,0 days 06:40:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
432,73J,0 days 06:50:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
433,73H,0 days 07:45:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
434,73H,0 days 07:45:00,0 days 01:20:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
435,73W,0 days 08:10:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
436,73H,0 days 08:40:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
437,73J,0 days 09:30:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
438,73H,0 days 10:20:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
439,73H,0 days 11:55:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
440,73H,0 days 13:00:00,0 days 01:30:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,147.58,PAR,0.75324976
441,73H,0 days 13:30:00,0 days 01:10:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,147.58,PAR,0.80790251
442,73H,0 days 14:20:00,0 days 01:10:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,147.58,PAR,0.80790251
443,73W,0 days 04:20:00,0 days 01:15:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,4,EUR,147.58,PAR,0.75324976
444,73J,0 days 08:25:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,5,EUR,147.58,PAR,0.75324976
445,E90,0 days 11:05:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,5,EUR,149.16,PAR,0.80790251
446,E90,0 days 11:50:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,6,EUR,149.16,PAR,0.80790251
447,320,0 days 07:10:00,0 days 02:30:00,LHR,MAD,IB,2022-03-04,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-04,9,EUR,149.5,PAR,0.75324976
448,321,0 days 04:55:00,0 days 02:05:00,LGW,BCN,IB,2022-03-04,Y,0 days 01:50:00,BCN,ORY,IB,2022-03-04,4,EUR,160.92,PAR,0.75324976
449,321,0 days 07:20:00,0 days 02:05:00,LGW,BCN,IB,2022-03-04,Y,0 days 02:00:00,BCN,CDG,IB,2022-03-04,4,EUR,160.92,PAR,0.75324976
450,321,0 days 06:25:00,0 days 02:05:00,LGW,BCN,VY,2022-03-04,Y,0 days 01:50:00,BCN,ORY,VY,2022-03-04,3,EUR,162.92,PAR,0.75324976
451,321,0 days 06:25:00,0 days 02:05:00,LGW,BCN,IB,2022-03-04,Y,0 days 01:50:00,BCN,ORY,IB,2022-03-04,4,EUR,164.92,PAR,0.75324976
452,73W,0 days 05:25:00,0 days 01:15:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,165.58,PAR,0.75324976
453,73W,0 days 09:45:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,7,EUR,165.58,PAR,0.75324976
454,73W,0 days 10:50:00,0 days 01:25:00,LHR,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,5,EUR,165.58,PAR,0.75324976
455,E90,0 days 03:20:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
456,E90,0 days 04:00:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
457,E90,0 days 04:15:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
458,E90,0 days 04:55:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
459,E90,0 days 04:55:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
460,E90,0 days 05:10:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
461,E90,0 days 05:35:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
462,E90,0 days 05:50:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
463,E90,0 days 06:30:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
464,E90,0 days 06:30:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
465,E90,0 days 06:50:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
466,E90,0 days 07:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
467,E90,0 days 07:30:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
468,E90,0 days 08:10:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
469,E90,0 days 09:05:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
470,E90,0 days 09:45:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
471,E90,0 days 10:40:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
472,E90,0 days 10:50:00,0 days 01:20:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
473,E90,0 days 11:45:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,166.16,PAR,0.75324976
474,E90,0 days 11:45:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,166.16,PAR,0.80790251
475,320,0 days 01:25:00,0 days 01:25:00,LHR,,AF,2022-03-10,N,0 days 00:00:00,CDG,,,2022-03-10,9,EUR,136.84,PAR,0.78888255
476,E90,0 days 12:30:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,166.16,PAR,0.80790251
477,E90,0 days 14:00:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,9,EUR,166.16,PAR,0.80790251
478,E90,0 days 08:25:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,3,EUR,166.16,PAR,0.75324976
479,E90,0 days 09:05:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:15:00,AMS,CDG,KL,2022-03-04,3,EUR,166.16,PAR,0.75324976
480,E90,0 days 13:10:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:25:00,AMS,CDG,KL,2022-03-05,8,EUR,166.16,PAR,0.80790251
481,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,1,EUR,166.84,PAR,0.75324976
482,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,9,EUR,166.84,PAR,0.75324976
483,32A,0 days 07:20:00,0 days 02:05:00,LGW,BCN,VY,2022-03-04,Y,0 days 02:00:00,BCN,CDG,VY,2022-03-04,5,EUR,169.92,PAR,0.75324976
484,32A,0 days 04:55:00,0 days 02:05:00,LGW,BCN,VY,2022-03-04,Y,0 days 01:50:00,BCN,ORY,VY,2022-03-04,5,EUR,170.92,PAR,0.75324976
485,320,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,4,EUR,173.84,PAR,0.75324976
486,320,0 days 04:00:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,177.91,PAR,0.75324976
487,321,0 days 04:30:00,0 days 01:50:00,LHR,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,177.91,PAR,0.75324976
488,320,0 days 05:10:00,0 days 01:45:00,LHR,ZRH,LX,2022-03-04,Y,0 days 01:15:00,ZRH,CDG,LX,2022-03-04,9,EUR,177.91,PAR,0.75324976
489,320,0 days 06:20:00,0 days 01:45:00,LHR,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,177.91,PAR,0.75324976
490,321,0 days 06:50:00,0 days 01:40:00,LHR,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,177.91,PAR,0.75324976
491,E90,0 days 03:35:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-04,Y,0 days 01:15:00,ZRH,CDG,LX,2022-03-04,9,EUR,180.49,PAR,0.75324976
492,221,0 days 04:20:00,0 days 01:40:00,LCY,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,180.49,PAR,0.75324976
493,E90,0 days 04:45:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-04,Y,0 days 01:20:00,ZRH,CDG,LX,2022-03-04,9,EUR,180.49,PAR,0.75324976
494,E90,0 days 07:05:00,0 days 01:35:00,LCY,ZRH,LX,2022-03-04,Y,0 days 01:15:00,ZRH,CDG,LX,2022-03-04,9,EUR,180.49,PAR,0.75324976
495,32N,0 days 05:05:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:30:00,MUC,ORY,LH,2022-03-04,9,EUR,182.1,PAR,0.75324976
496,320,0 days 07:45:00,0 days 02:30:00,LHR,MAD,IB,2022-03-04,Y,0 days 02:05:00,MAD,CDG,IB,2022-03-04,9,EUR,182.5,PAR,0.75324976
497,E90,0 days 09:30:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,184.16,PAR,0.75324976
498,E90,0 days 10:10:00,0 days 01:15:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-04,9,EUR,184.16,PAR,0.75324976
499,E90,0 days 11:05:00,0 days 01:10:00,LCY,AMS,KL,2022-03-04,Y,0 days 01:20:00,AMS,CDG,KL,2022-03-05,6,EUR,184.16,PAR,0.80790251
500,319,0 days 01:20:00,0 days 01:20:00,LHR,,AF,2022-03-04,N,0 days 00:00:00,CDG,,,2022-03-04,9,EUR,191.84,PAR,0.75324976
501,320,0 days 08:10:00,0 days 02:35:00,LHR,MAD,IB,2022-03-04,Y,0 days 02:05:00,MAD,ORY,IB,2022-03-04,6,EUR,192.5,PAR,0.75324976
502,32A,0 days 05:30:00,0 days 02:05:00,LGW,BCN,VY,2022-03-04,Y,0 days 02:00:00,BCN,CDG,VY,2022-03-04,9,EUR,197.92,PAR,0.75324976
503,32N,0 days 04:10:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
504,32N,0 days 04:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
505,32N,0 days 05:10:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
506,32N,0 days 05:20:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
507,32N,0 days 05:25:00,0 days 01:55:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
508,32N,0 days 06:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
509,32N,0 days 06:25:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
510,32N,0 days 07:05:00,0 days 01:50:00,LHR,MUC,LH,2022-03-04,Y,0 days 01:35:00,MUC,CDG,LH,2022-03-04,9,EUR,199.1,PAR,0.75324976
